"","DateTime","Open","High","Low","Close"
"117","03/06/2019 19:01","2766.25","2766.75","2766.25","2766.75"
"118","03/06/2019 19:02","2766.75","2767.00","2766.75","2767.00"
"119","03/06/2019 19:03","2767.00","2767.50","2767.00","2767.25"
"120","03/06/2019 19:04","2767.25","2767.50","2767.25","2767.50"
"121","03/06/2019 19:05","2767.50","2767.75","2767.50","2767.75"
"122","03/06/2019 19:06","2767.50","2768.00","2767.50","2767.75"
"123","03/06/2019 19:07","2767.75","2767.75","2767.50","2767.50"
"124","03/06/2019 19:08","2767.50","2767.50","2767.25","2767.25"
"125","03/06/2019 19:09","2767.50","2768.00","2767.50","2767.75"
"126","03/06/2019 19:10","2768.00","2768.00","2767.50","2767.75"
"127","03/06/2019 19:11","2767.50","2767.50","2767.50","2767.50"
"128","03/06/2019 19:12","2767.50","2768.00","2767.50","2768.00"
"129","03/06/2019 19:13","2767.75","2768.00","2767.75","2768.00"
"130","03/06/2019 19:14","2768.25","2768.75","2768.00","2768.50"
"131","03/06/2019 19:15","2768.25","2768.50","2768.25","2768.50"
"132","03/06/2019 19:16","2768.50","2768.75","2768.25","2768.50"
"133","03/06/2019 19:17","2768.50","2769.00","2768.25","2768.75"
"134","03/06/2019 19:18","2768.75","2769.25","2768.75","2769.00"
"135","03/06/2019 19:19","2768.75","2769.00","2768.25","2768.50"
"136","03/06/2019 19:20","2768.75","2769.25","2768.75","2769.00"
"137","03/06/2019 19:21","2769.00","2769.25","2768.75","2769.00"
"138","03/06/2019 19:22","2769.00","2769.25","2769.00","2769.00"
"139","03/06/2019 19:23","2769.00","2769.00","2768.50","2768.75"
"140","03/06/2019 19:24","2768.75","2768.75","2768.00","2768.25"
"141","03/06/2019 19:25","2768.00","2768.25","2767.75","2767.75"
"142","03/06/2019 19:26","2768.00","2768.00","2767.75","2767.75"
"143","03/06/2019 19:27","2767.75","2768.00","2767.75","2767.75"
"144","03/06/2019 19:28","2767.75","2767.75","2767.50","2767.50"
"145","03/06/2019 19:29","2767.25","2767.50","2766.75","2767.50"
"146","03/06/2019 19:30","2767.50","2767.75","2767.50","2767.50"
"147","03/06/2019 19:31","2767.75","2768.25","2767.25","2768.00"
"148","03/06/2019 19:32","2768.00","2769.00","2767.75","2768.75"
"149","03/06/2019 19:33","2768.75","2768.75","2768.00","2768.25"
"150","03/06/2019 19:34","2768.00","2768.50","2767.75","2768.50"
"151","03/06/2019 19:35","2768.50","2768.50","2767.75","2767.75"
"152","03/06/2019 19:36","2768.00","2768.00","2767.50","2767.50"
"153","03/06/2019 19:37","2767.75","2767.75","2767.25","2767.25"
"154","03/06/2019 19:38","2767.25","2767.75","2767.00","2767.25"
"155","03/06/2019 19:39","2767.25","2767.25","2767.00","2767.25"
"156","03/06/2019 19:40","2767.00","2767.25","2766.75","2766.75"
"157","03/06/2019 19:41","2766.75","2766.75","2766.25","2766.50"
"158","03/06/2019 19:42","2766.50","2766.75","2766.25","2766.25"
"159","03/06/2019 19:43","2766.25","2766.75","2766.00","2766.75"
"160","03/06/2019 19:44","2766.75","2767.00","2766.75","2766.75"
"161","03/06/2019 19:45","2767.00","2767.25","2766.75","2767.00"
"162","03/06/2019 19:46","2767.00","2767.75","2766.75","2767.75"
"163","03/06/2019 19:47","2767.50","2768.00","2767.25","2767.75"
"164","03/06/2019 19:48","2768.00","2768.50","2767.75","2768.50"
"165","03/06/2019 19:49","2768.50","2768.50","2768.00","2768.00"
"166","03/06/2019 19:50","2768.25","2768.25","2767.25","2767.25"
"167","03/06/2019 19:51","2767.25","2768.25","2767.25","2768.00"
"168","03/06/2019 19:52","2768.00","2768.00","2767.50","2767.75"
"169","03/06/2019 19:53","2767.75","2767.75","2767.00","2767.00"
"170","03/06/2019 19:54","2767.00","2767.00","2766.75","2767.00"
"171","03/06/2019 19:55","2766.75","2767.25","2766.75","2767.00"
"172","03/06/2019 19:56","2767.00","2767.50","2767.00","2767.50"
"173","03/06/2019 19:57","2767.50","2767.50","2766.50","2766.50"
"174","03/06/2019 19:58","2766.75","2767.00","2766.50","2766.50"
"175","03/06/2019 19:59","2766.50","2767.50","2766.50","2767.50"
"176","03/06/2019 20:00","2767.50","2767.75","2767.50","2767.50"
"177","03/06/2019 20:01","2767.25","2768.25","2767.25","2768.00"
"178","03/06/2019 20:02","2767.75","2768.00","2767.50","2768.00"
"179","03/06/2019 20:03","2767.75","2768.25","2767.75","2768.00"
"180","03/06/2019 20:04","2768.00","2768.25","2767.75","2768.00"
"181","03/06/2019 20:05","2768.25","2768.50","2768.00","2768.25"
"182","03/06/2019 20:06","2768.00","2768.50","2768.00","2768.50"
"183","03/06/2019 20:07","2768.50","2768.75","2768.50","2768.50"
"184","03/06/2019 20:08","2768.75","2768.75","2768.50","2768.75"
"185","03/06/2019 20:09","2768.75","2768.75","2768.25","2768.75"
"186","03/06/2019 20:10","2768.75","2768.75","2768.25","2768.50"
"187","03/06/2019 20:11","2768.50","2768.50","2768.25","2768.25"
"188","03/06/2019 20:12","2768.25","2768.75","2768.25","2768.75"
"189","03/06/2019 20:13","2768.75","2769.25","2768.50","2769.25"
"190","03/06/2019 20:14","2769.00","2769.25","2768.75","2768.75"
"191","03/06/2019 20:15","2769.00","2769.00","2768.50","2768.75"
"192","03/06/2019 20:16","2768.75","2769.25","2768.50","2769.25"
"193","03/06/2019 20:17","2769.25","2769.25","2768.50","2768.50"
"194","03/06/2019 20:18","2768.50","2769.00","2768.50","2769.00"
"195","03/06/2019 20:19","2768.75","2769.00","2768.75","2768.75"
"196","03/06/2019 20:20","2768.75","2768.75","2768.50","2768.50"
"197","03/06/2019 20:21","2768.75","2769.00","2768.75","2769.00"
"198","03/06/2019 20:22","2769.00","2769.25","2769.00","2769.25"
"199","03/06/2019 20:23","2769.25","2770.00","2769.25","2769.75"
"200","03/06/2019 20:24","2769.50","2769.75","2769.25","2769.50"
"201","03/06/2019 20:25","2769.50","2769.75","2769.25","2769.25"
"202","03/06/2019 20:26","2769.50","2769.50","2769.00","2769.00"
"203","03/06/2019 20:27","2769.00","2769.25","2769.00","2769.25"
"204","03/06/2019 20:28","2769.00","2769.25","2769.00","2769.00"
"205","03/06/2019 20:29","2769.00","2769.00","2768.50","2768.75"
"206","03/06/2019 20:30","2768.50","2769.00","2768.50","2768.75"
"207","03/06/2019 20:31","2769.00","2769.00","2768.25","2768.75"
"208","03/06/2019 20:32","2768.50","2769.00","2768.50","2769.00"
"209","03/06/2019 20:33","2768.75","2768.75","2768.75","2768.75"
"210","03/06/2019 20:34","2768.75","2768.75","2768.50","2768.75"
"211","03/06/2019 20:35","2768.75","2768.75","2768.50","2768.50"
"212","03/06/2019 20:36","2768.50","2768.50","2768.50","2768.50"
"213","03/06/2019 20:37","2768.50","2768.75","2768.50","2768.50"
"214","03/06/2019 20:38","2768.50","2768.75","2768.50","2768.75"
"215","03/06/2019 20:39","2768.75","2768.75","2768.50","2768.50"
"216","03/06/2019 20:40","2768.50","2768.50","2768.25","2768.25"
"217","03/06/2019 20:41","2768.25","2768.50","2767.75","2768.50"
"218","03/06/2019 20:42","2768.50","2768.50","2768.25","2768.25"
"219","03/06/2019 20:43","2768.25","2768.25","2768.00","2768.00"
"220","03/06/2019 20:44","2768.00","2768.25","2768.00","2768.00"
"221","03/06/2019 20:45","2768.00","2768.50","2768.00","2768.25"
"222","03/06/2019 20:46","2768.00","2768.25","2768.00","2768.00"
"223","03/06/2019 20:47","2768.00","2768.00","2767.50","2767.50"
"224","03/06/2019 20:48","2767.50","2767.75","2767.25","2767.50"
"225","03/06/2019 20:49","2767.75","2767.75","2767.25","2767.50"
"226","03/06/2019 20:50","2767.50","2767.75","2767.50","2767.75"
"227","03/06/2019 20:51","2767.75","2768.00","2767.50","2767.75"
"228","03/06/2019 20:52","2768.00","2768.25","2768.00","2768.00"
"229","03/06/2019 20:53","2768.00","2768.00","2767.75","2768.00"
"230","03/06/2019 20:54","2767.75","2768.00","2767.50","2768.00"
"231","03/06/2019 20:55","2768.00","2768.25","2768.00","2768.25"
"232","03/06/2019 20:56","2768.00","2768.25","2768.00","2768.25"
"233","03/06/2019 20:57","2768.25","2768.25","2768.25","2768.25"
"234","03/06/2019 20:58","2768.50","2768.75","2768.50","2768.75"
"235","03/06/2019 20:59","2768.75","2768.75","2768.50","2768.50"
"236","03/06/2019 21:00","2768.75","2768.75","2768.25","2768.25"
"237","03/06/2019 21:01","2768.50","2768.50","2767.75","2767.75"
"238","03/06/2019 21:02","2767.75","2768.00","2767.75","2768.00"
"239","03/06/2019 21:03","2768.00","2768.00","2767.75","2767.75"
"240","03/06/2019 21:04","2768.00","2768.00","2767.75","2768.00"
"241","03/06/2019 21:05","2767.75","2768.00","2767.75","2768.00"
"242","03/06/2019 21:06","2767.75","2767.75","2766.50","2766.75"
"243","03/06/2019 21:07","2766.75","2767.00","2766.50","2766.75"
"244","03/06/2019 21:08","2767.00","2767.00","2766.75","2766.75"
"245","03/06/2019 21:09","2766.50","2767.00","2766.50","2766.50"
"246","03/06/2019 21:10","2766.25","2766.75","2766.25","2766.75"
"247","03/06/2019 21:11","2766.75","2767.50","2766.75","2767.25"
"248","03/06/2019 21:12","2767.50","2767.75","2767.25","2767.75"
"249","03/06/2019 21:13","2768.00","2768.00","2767.50","2767.50"
"250","03/06/2019 21:14","2767.75","2768.00","2767.50","2767.75"
"251","03/06/2019 21:15","2767.50","2768.50","2767.50","2768.25"
"252","03/06/2019 21:16","2768.25","2768.50","2768.00","2768.25"
"253","03/06/2019 21:17","2768.25","2768.25","2768.25","2768.25"
"254","03/06/2019 21:18","2768.25","2768.50","2768.25","2768.50"
"255","03/06/2019 21:19","2768.50","2768.50","2768.50","2768.50"
"256","03/06/2019 21:20","2768.50","2769.00","2768.50","2769.00"
"257","03/06/2019 21:21","2769.00","2769.00","2768.50","2769.00"
"258","03/06/2019 21:22","2769.00","2769.00","2768.75","2768.75"
"259","03/06/2019 21:23","2768.75","2769.00","2768.50","2768.50"
"260","03/06/2019 21:24","2768.25","2768.50","2768.25","2768.50"
"261","03/06/2019 21:26","2768.50","2768.75","2768.50","2768.50"
"262","03/06/2019 21:27","2768.50","2768.75","2768.25","2768.25"
"263","03/06/2019 21:28","2768.25","2768.50","2768.25","2768.50"
"264","03/06/2019 21:29","2768.25","2768.50","2768.25","2768.25"
"265","03/06/2019 21:30","2768.50","2768.50","2768.25","2768.25"
"266","03/06/2019 21:31","2768.00","2768.75","2768.00","2768.50"
"267","03/06/2019 21:32","2768.50","2768.75","2768.25","2768.50"
"268","03/06/2019 21:33","2768.25","2768.25","2768.00","2768.00"
"269","03/06/2019 21:34","2768.00","2768.00","2768.00","2768.00"
"270","03/06/2019 21:35","2768.00","2768.00","2767.75","2768.00"
"271","03/06/2019 21:36","2767.75","2767.75","2767.50","2767.75"
"272","03/06/2019 21:37","2767.75","2768.00","2767.50","2767.75"
"273","03/06/2019 21:38","2767.75","2767.75","2767.50","2767.50"
"274","03/06/2019 21:39","2767.75","2767.75","2767.50","2767.50"
"275","03/06/2019 21:40","2767.50","2767.50","2767.50","2767.50"
"276","03/06/2019 21:41","2767.75","2767.75","2767.50","2767.50"
"277","03/06/2019 21:42","2767.75","2767.75","2767.50","2767.50"
"278","03/06/2019 21:43","2767.50","2767.50","2767.25","2767.25"
"279","03/06/2019 21:44","2767.25","2767.50","2767.25","2767.50"
"280","03/06/2019 21:45","2767.50","2767.50","2767.25","2767.25"
"281","03/06/2019 21:46","2767.25","2767.50","2767.00","2767.50"
"282","03/06/2019 21:47","2767.25","2767.75","2767.25","2767.75"
"283","03/06/2019 21:48","2767.75","2767.75","2767.50","2767.75"
"284","03/06/2019 21:49","2767.75","2767.75","2767.50","2767.75"
"285","03/06/2019 21:50","2767.75","2767.75","2767.75","2767.75"
"286","03/06/2019 21:51","2767.75","2767.75","2767.50","2767.50"
"287","03/06/2019 21:52","2767.50","2767.50","2767.25","2767.25"
"288","03/06/2019 21:53","2767.50","2767.75","2767.25","2767.50"
"289","03/06/2019 21:54","2767.75","2767.75","2767.75","2767.75"
"290","03/06/2019 21:55","2767.75","2767.75","2767.50","2767.50"
"291","03/06/2019 21:56","2767.50","2767.75","2767.50","2767.50"
"292","03/06/2019 21:57","2767.75","2767.75","2767.50","2767.75"
"293","03/06/2019 21:58","2767.75","2767.75","2767.75","2767.75"
"294","03/06/2019 21:59","2767.75","2767.75","2767.75","2767.75"
"295","03/06/2019 22:00","2767.50","2767.50","2767.50","2767.50"
"296","03/06/2019 22:01","2767.50","2767.75","2767.25","2767.75"
"297","03/06/2019 22:02","2767.75","2767.75","2767.75","2767.75"
"298","03/06/2019 22:03","2767.50","2767.75","2767.50","2767.75"
"299","03/06/2019 22:04","2768.00","2768.00","2767.75","2767.75"
"300","03/06/2019 22:05","2767.75","2768.00","2767.75","2768.00"
"301","03/06/2019 22:06","2768.00","2768.00","2767.75","2768.00"
"302","03/06/2019 22:07","2767.75","2768.00","2767.75","2768.00"
"303","03/06/2019 22:08","2767.75","2767.75","2767.50","2767.50"
"304","03/06/2019 22:09","2767.50","2767.50","2767.50","2767.50"
"305","03/06/2019 22:10","2767.50","2767.50","2767.25","2767.25"
"306","03/06/2019 22:11","2767.50","2767.75","2767.50","2767.75"
"307","03/06/2019 22:12","2767.75","2767.75","2767.75","2767.75"
"308","03/06/2019 22:13","2767.75","2767.75","2767.75","2767.75"
"309","03/06/2019 22:14","2767.75","2767.75","2767.50","2767.75"
"310","03/06/2019 22:15","2767.75","2767.75","2767.75","2767.75"
"311","03/06/2019 22:16","2767.75","2767.75","2767.50","2767.50"
"312","03/06/2019 22:17","2767.50","2767.75","2767.50","2767.75"
"313","03/06/2019 22:18","2768.00","2768.00","2767.75","2767.75"
"314","03/06/2019 22:19","2767.75","2767.75","2767.75","2767.75"
"315","03/06/2019 22:20","2767.75","2767.75","2767.25","2767.25"
"316","03/06/2019 22:21","2767.25","2767.50","2767.25","2767.50"
"317","03/06/2019 22:22","2767.25","2767.50","2767.25","2767.25"
"318","03/06/2019 22:23","2767.50","2767.50","2767.50","2767.50"
"319","03/06/2019 22:24","2767.50","2767.75","2767.25","2767.75"
"320","03/06/2019 22:25","2767.75","2767.75","2767.50","2767.50"
"321","03/06/2019 22:26","2767.50","2767.50","2767.50","2767.50"
"322","03/06/2019 22:27","2767.75","2767.75","2767.50","2767.50"
"323","03/06/2019 22:28","2767.50","2767.50","2767.25","2767.25"
"324","03/06/2019 22:29","2767.50","2767.50","2767.25","2767.50"
"325","03/06/2019 22:30","2767.25","2767.50","2767.25","2767.50"
"326","03/06/2019 22:31","2767.50","2767.50","2767.25","2767.25"
"327","03/06/2019 22:32","2767.25","2767.25","2766.75","2767.00"
"328","03/06/2019 22:33","2766.75","2767.00","2766.75","2767.00"
"329","03/06/2019 22:34","2767.00","2767.00","2766.75","2766.75"
"330","03/06/2019 22:35","2766.75","2766.75","2766.50","2766.50"
"331","03/06/2019 22:36","2766.50","2766.75","2766.50","2766.75"
"332","03/06/2019 22:37","2766.75","2766.75","2766.50","2766.75"
"333","03/06/2019 22:38","2766.50","2766.75","2766.50","2766.75"
"334","03/06/2019 22:39","2766.50","2766.50","2766.50","2766.50"
"335","03/06/2019 22:40","2766.50","2766.75","2766.50","2766.50"
"336","03/06/2019 22:41","2766.75","2766.75","2766.50","2766.50"
"337","03/06/2019 22:42","2766.50","2766.75","2766.50","2766.75"
"338","03/06/2019 22:43","2766.50","2766.75","2766.50","2766.75"
"339","03/06/2019 22:44","2766.50","2766.75","2766.50","2766.75"
"340","03/06/2019 22:45","2766.50","2766.75","2766.50","2766.75"
"341","03/06/2019 22:46","2767.00","2767.00","2766.75","2766.75"
"342","03/06/2019 22:47","2767.00","2767.00","2766.50","2766.75"
"343","03/06/2019 22:48","2766.50","2766.75","2766.50","2766.50"
"344","03/06/2019 22:49","2766.25","2766.75","2766.25","2766.75"
"345","03/06/2019 22:50","2766.50","2766.75","2766.50","2766.50"
"346","03/06/2019 22:51","2766.75","2766.75","2766.75","2766.75"
"347","03/06/2019 22:52","2766.75","2766.75","2766.75","2766.75"
"348","03/06/2019 22:53","2766.75","2766.75","2766.75","2766.75"
"349","03/06/2019 22:54","2766.75","2767.00","2766.75","2767.00"
"350","03/06/2019 22:56","2766.75","2767.00","2766.75","2766.75"
"351","03/06/2019 22:57","2766.75","2766.75","2766.75","2766.75"
"352","03/06/2019 22:58","2766.75","2766.75","2766.50","2766.75"
"353","03/06/2019 22:59","2766.50","2766.50","2766.50","2766.50"
"354","03/06/2019 23:00","2766.75","2766.75","2766.50","2766.50"
"355","03/06/2019 23:01","2766.75","2766.75","2766.00","2766.00"
"356","03/06/2019 23:02","2766.00","2766.25","2766.00","2766.00"
"357","03/06/2019 23:03","2766.00","2766.25","2766.00","2766.25"
"358","03/06/2019 23:04","2766.00","2766.25","2766.00","2766.25"
"359","03/06/2019 23:05","2766.25","2766.25","2766.00","2766.00"
"360","03/06/2019 23:06","2766.25","2766.25","2765.75","2766.00"
"361","03/06/2019 23:07","2766.00","2766.00","2765.75","2766.00"
"362","03/06/2019 23:08","2766.00","2766.00","2765.75","2766.00"
"363","03/06/2019 23:09","2765.75","2766.00","2765.75","2766.00"
"364","03/06/2019 23:10","2766.00","2766.00","2765.50","2765.75"
"365","03/06/2019 23:11","2766.00","2766.00","2765.75","2765.75"
"366","03/06/2019 23:12","2766.00","2766.00","2766.00","2766.00"
"367","03/06/2019 23:13","2766.00","2766.00","2765.75","2766.00"
"368","03/06/2019 23:14","2766.00","2766.25","2765.75","2766.25"
"369","03/06/2019 23:15","2766.25","2766.25","2766.00","2766.25"
"370","03/06/2019 23:16","2766.25","2766.25","2766.00","2766.25"
"371","03/06/2019 23:17","2766.25","2766.25","2766.00","2766.00"
"372","03/06/2019 23:18","2765.75","2766.00","2765.75","2765.75"
"373","03/06/2019 23:19","2765.75","2766.00","2765.75","2766.00"
"374","03/06/2019 23:20","2766.00","2766.00","2765.75","2766.00"
"375","03/06/2019 23:21","2765.75","2766.00","2765.75","2766.00"
"376","03/06/2019 23:22","2765.75","2766.25","2765.75","2766.00"
"377","03/06/2019 23:23","2765.75","2765.75","2765.75","2765.75"
"378","03/06/2019 23:24","2765.75","2766.00","2765.75","2765.75"
"379","03/06/2019 23:25","2765.75","2766.00","2765.75","2766.00"
"380","03/06/2019 23:26","2766.00","2766.25","2765.75","2766.25"
"381","03/06/2019 23:27","2766.25","2766.25","2766.00","2766.00"
"382","03/06/2019 23:28","2765.75","2766.00","2765.25","2765.75"
"383","03/06/2019 23:29","2765.75","2765.75","2765.50","2765.50"
"384","03/06/2019 23:30","2765.50","2765.75","2765.25","2765.50"
"385","03/06/2019 23:31","2765.75","2765.75","2765.50","2765.50"
"386","03/06/2019 23:32","2765.75","2765.75","2765.50","2765.75"
"387","03/06/2019 23:33","2765.75","2765.75","2765.25","2765.50"
"388","03/06/2019 23:34","2765.75","2765.75","2765.75","2765.75"
"389","03/06/2019 23:35","2765.50","2766.00","2765.50","2766.00"
"390","03/06/2019 23:36","2765.75","2765.75","2765.50","2765.75"
"391","03/06/2019 23:37","2765.75","2765.75","2765.50","2765.50"
"392","03/06/2019 23:38","2765.50","2765.75","2765.25","2765.25"
"393","03/06/2019 23:39","2765.25","2765.50","2765.25","2765.50"
"394","03/06/2019 23:40","2765.25","2765.50","2765.25","2765.50"
"395","03/06/2019 23:41","2765.50","2765.75","2765.50","2765.50"
"396","03/06/2019 23:42","2765.50","2765.75","2765.50","2765.75"
"397","03/06/2019 23:43","2765.75","2766.00","2765.50","2765.50"
"398","03/06/2019 23:44","2765.75","2765.75","2765.75","2765.75"
