"Index","Open","High","Low","Close"
2019-03-05 07:05:00,2792,2793.25,2791.75,2792.75
2019-03-05 07:10:00,2793,2793,2791.75,2792.75
2019-03-05 07:15:00,2792.75,2794.75,2792.5,2794.5
2019-03-05 07:20:00,2794.5,2794.75,2793.75,2794.25
2019-03-05 07:25:00,2794.25,2795.25,2794.25,2794.25
2019-03-05 07:30:00,2794.25,2795.25,2794.25,2794.75
2019-03-05 07:35:00,2794.75,2795.5,2794.5,2795
2019-03-05 07:40:00,2795,2795.75,2794.75,2795.5
2019-03-05 07:45:00,2795.5,2796.5,2795.5,2795.75
2019-03-05 07:50:00,2795.75,2796.25,2795.25,2795.25
2019-03-05 07:55:00,2795.25,2795.75,2794.5,2794.5
2019-03-05 08:00:00,2794.75,2795,2792.75,2793
2019-03-05 08:05:00,2793,2794.25,2792,2793.75
2019-03-05 08:10:00,2794,2795.25,2793.75,2795
2019-03-05 08:15:00,2794.75,2794.75,2793.5,2793.75
2019-03-05 08:20:00,2794,2794.75,2793.75,2794.25
2019-03-05 08:25:00,2794.25,2794.25,2793.5,2794
2019-03-05 08:30:00,2794,2795.25,2793.75,2794.75
2019-03-05 08:35:00,2795,2795,2790,2790.5
2019-03-05 08:40:00,2790.5,2793,2789.5,2790.25
2019-03-05 08:45:00,2790,2791.75,2788.75,2788.75
2019-03-05 08:50:00,2788.75,2789.25,2785.5,2786.25
2019-03-05 08:55:00,2786.25,2787.75,2783.25,2784.5
2019-03-05 09:00:00,2784.75,2788,2784.5,2787.5
2019-03-05 09:05:00,2787.75,2792.25,2787.25,2791
2019-03-05 09:10:00,2791,2793.5,2789.5,2790
2019-03-05 09:15:00,2789.75,2790.5,2787.5,2788.75
2019-03-05 09:20:00,2789,2789.75,2785.5,2786.25
2019-03-05 09:25:00,2786,2789.5,2785,2789.25
2019-03-05 09:30:00,2789.5,2789.5,2784.5,2787.25
2019-03-05 09:35:00,2787,2791.75,2786.5,2790
2019-03-05 09:40:00,2790.25,2790.75,2788,2789.75
2019-03-05 09:45:00,2789.5,2790.75,2787.5,2788.25
2019-03-05 09:50:00,2788,2788.25,2785.25,2786.5
2019-03-05 09:55:00,2786.5,2790.5,2786.25,2788
2019-03-05 10:00:00,2788.25,2788.75,2786.25,2787.5
2019-03-05 10:05:00,2787.75,2789.75,2786,2788.5
2019-03-05 10:10:00,2788.5,2791,2786.75,2791
2019-03-05 10:15:00,2791,2792.5,2790.5,2791.25
2019-03-05 10:20:00,2791.25,2793.5,2791,2792.5
2019-03-05 10:25:00,2792.75,2793.25,2791.75,2792.25
2019-03-05 10:30:00,2792.25,2793.5,2791.75,2792
2019-03-05 10:35:00,2792.25,2793.5,2791.25,2793
2019-03-05 10:40:00,2792.75,2796,2792.5,2795.5
2019-03-05 10:45:00,2795.25,2796,2794.75,2795.5
2019-03-05 10:50:00,2795.25,2795.75,2793.5,2793.5
2019-03-05 10:55:00,2793.75,2794,2790.25,2791
2019-03-05 11:00:00,2791,2792.5,2790.25,2792
2019-03-05 11:05:00,2792,2792.75,2791.25,2792.5
2019-03-05 11:10:00,2792.5,2793,2791.5,2792
2019-03-05 11:15:00,2792,2793.25,2791.25,2792
2019-03-05 11:20:00,2791.75,2792,2790,2790
2019-03-05 11:25:00,2790,2791.5,2789.75,2791.5
2019-03-05 11:30:00,2791.25,2791.75,2790.75,2791
2019-03-05 11:35:00,2791,2792,2790.5,2791
2019-03-05 11:40:00,2790.75,2791,2789.75,2790.25
2019-03-05 11:45:00,2790.5,2791.5,2790.25,2791
2019-03-05 11:50:00,2791,2791.25,2790,2791
2019-03-05 11:55:00,2791,2791.75,2790.75,2791.5
2019-03-05 12:00:00,2791.5,2792.5,2791.25,2792.5
2019-03-05 12:05:00,2792.5,2793.75,2792,2793.75
2019-03-05 12:10:00,2793.75,2794,2793.25,2793.5
2019-03-05 12:15:00,2793.5,2795.25,2793.5,2795.25
2019-03-05 12:20:00,2795.25,2795.25,2793.25,2793.25
2019-03-05 12:25:00,2793.5,2793.5,2791.25,2791.25
2019-03-05 12:30:00,2791.25,2792,2788.5,2788.75
2019-03-05 12:35:00,2788.75,2789.75,2788.5,2789.25
2019-03-05 12:40:00,2789.25,2790.5,2789.25,2790
2019-03-05 12:45:00,2790,2790.25,2787.75,2788.5
2019-03-05 12:50:00,2788.75,2790,2788,2789.75
2019-03-05 12:55:00,2789.75,2791,2789.75,2790.5
2019-03-05 13:00:00,2790.5,2791.25,2789.75,2790.5
2019-03-05 13:05:00,2790.5,2792.5,2790.25,2792
2019-03-05 13:10:00,2792,2793,2791.75,2791.75
2019-03-05 13:15:00,2791.75,2792.75,2791.5,2791.5
2019-03-05 13:20:00,2791.5,2792.75,2791.5,2792.5
2019-03-05 13:25:00,2792.5,2793.75,2792.25,2792.75
2019-03-05 13:30:00,2792.75,2793.5,2792.25,2793.5
2019-03-05 13:35:00,2793.5,2794.5,2792.25,2792.5
2019-03-05 13:40:00,2792.75,2793,2791.75,2792.75
2019-03-05 13:45:00,2793,2794.25,2792.75,2793.75
2019-03-05 13:50:00,2793.75,2794.25,2793,2794
2019-03-05 13:55:00,2793.75,2795.25,2793.5,2795.25
2019-03-05 14:00:00,2795,2796,2794.25,2795.5
2019-03-05 14:05:00,2795.5,2796,2794.25,2794.5
2019-03-05 14:10:00,2794.5,2794.75,2792.75,2793
2019-03-05 14:15:00,2793,2794.75,2792,2792.5
2019-03-05 14:20:00,2792.5,2793.25,2792,2792.5
2019-03-05 14:25:00,2792.75,2793.5,2791.75,2793.5
2019-03-05 14:30:00,2793.5,2793.75,2792,2792.5
2019-03-05 14:35:00,2792.25,2792.5,2791.75,2792.25
2019-03-05 14:40:00,2792.25,2793.75,2792,2793.25
2019-03-05 14:45:00,2793,2795.25,2793,2794.75
2019-03-05 14:50:00,2794.75,2796.75,2794.5,2796.25
2019-03-05 14:55:00,2796.25,2796.5,2794.25,2795
2019-03-05 15:00:00,2794.75,2794.75,2789.75,2789.75
2019-03-05 15:05:00,2789.75,2790.75,2789,2789
2019-03-05 15:10:00,2789.25,2790.5,2789.25,2790.25
2019-03-05 15:15:00,2790,2792,2790,2791.25
2019-03-05 15:20:00,2791.5,2791.5,2791.5,2791.5
2019-03-05 15:35:00,2791.25,2791.25,2790.5,2791
2019-03-05 15:40:00,2791,2791.25,2790.5,2791
2019-03-05 15:45:00,2791.25,2791.25,2790.5,2790.5
2019-03-05 15:50:00,2790.75,2791.25,2790.5,2791
2019-03-05 15:55:00,2791,2791.5,2790.25,2790.25
2019-03-05 16:00:00,2790.5,2790.5,2788.25,2788.75
2019-03-05 17:05:00,2786.5,2787,2784.5,2785.5
2019-03-05 17:10:00,2785.75,2787,2785.75,2786.5
2019-03-05 17:15:00,2786.75,2787.5,2786.25,2786.75
2019-03-05 17:20:00,2786.75,2787.5,2786.75,2787.25
2019-03-05 17:25:00,2787.25,2787.75,2787.25,2787.5
2019-03-05 17:30:00,2787.5,2788,2787.25,2787.5
2019-03-05 17:35:00,2787.5,2788.25,2787.5,2788.25
2019-03-05 17:40:00,2788.25,2788.5,2787,2787.25
2019-03-05 17:45:00,2787.5,2787.75,2787,2787.25
2019-03-05 17:50:00,2787.25,2787.25,2786.25,2786.75
2019-03-05 17:55:00,2786.75,2786.75,2785.75,2786.75
2019-03-05 18:00:00,2786.75,2787,2786.5,2786.5
2019-03-05 18:05:00,2786.5,2786.75,2785,2785.5
2019-03-05 18:10:00,2785.25,2785.5,2784.5,2785.25
2019-03-05 18:15:00,2785,2785.75,2784.75,2785.25
2019-03-05 18:20:00,2785.25,2786.5,2785.25,2785.75
2019-03-05 18:25:00,2785.75,2786.5,2784.75,2786.5
2019-03-05 18:30:00,2786.25,2786.5,2785.75,2786
2019-03-05 18:35:00,2786.25,2786.25,2784.25,2784.25
2019-03-05 18:40:00,2784.25,2785.25,2784,2784.75
2019-03-05 18:45:00,2784.75,2785.25,2784.25,2785
2019-03-05 18:50:00,2785,2785.5,2784.75,2785.5
2019-03-05 18:55:00,2785.25,2785.75,2785,2785
2019-03-05 19:00:00,2785,2785.75,2785,2785.75
2019-03-05 19:05:00,2785.75,2786,2785,2785.25
2019-03-05 19:10:00,2785.25,2785.5,2784.5,2785
2019-03-05 19:15:00,2785,2785,2784.5,2784.5
2019-03-05 19:20:00,2784.5,2784.75,2783.75,2784.5
2019-03-05 19:25:00,2784.25,2784.75,2784.25,2784.25
2019-03-05 19:30:00,2784.25,2784.25,2783.5,2783.75
2019-03-05 19:35:00,2783.5,2785.25,2782.25,2785
2019-03-05 19:40:00,2785,2785.5,2784.5,2785.25
2019-03-05 19:45:00,2785,2785.25,2784.5,2785.25
2019-03-05 19:50:00,2785.25,2786.25,2785,2786.25
2019-03-05 19:55:00,2786.25,2787,2785.75,2785.75
2019-03-05 20:00:00,2786,2786,2784.25,2784.5
2019-03-05 20:05:00,2784.5,2785.5,2784.25,2785.25
2019-03-05 20:10:00,2785.25,2785.75,2784.5,2784.5
2019-03-05 20:15:00,2784.25,2784.75,2784.25,2784.5
2019-03-05 20:20:00,2784.5,2785.25,2784.5,2785.25
2019-03-05 20:25:00,2785.25,2785.75,2785,2785.5
2019-03-05 20:30:00,2785.25,2786,2785,2786
2019-03-05 20:35:00,2786,2786.5,2785.25,2786.25
2019-03-05 20:40:00,2786.5,2788,2786.25,2787.75
2019-03-05 20:45:00,2787.75,2787.75,2786.25,2786.25
2019-03-05 20:50:00,2786.25,2786.5,2785.25,2785.5
2019-03-05 20:55:00,2785.5,2785.75,2784.25,2784.5
2019-03-05 21:00:00,2784.5,2785,2784,2784.75
2019-03-05 21:05:00,2784.75,2785,2783.75,2784.25
2019-03-05 21:10:00,2784.25,2785,2784,2785
2019-03-05 21:15:00,2785,2785.25,2784.75,2785
2019-03-05 21:20:00,2784.75,2785.5,2784.75,2785.25
2019-03-05 21:25:00,2785.5,2785.5,2785,2785.25
2019-03-05 21:30:00,2785.25,2785.5,2785,2785.25
2019-03-05 21:35:00,2785.25,2785.75,2785.25,2785.25
2019-03-05 21:40:00,2785.25,2785.5,2784.75,2784.75
2019-03-05 21:45:00,2784.75,2784.75,2784.5,2784.5
2019-03-05 21:50:00,2784.5,2785,2783.5,2784
2019-03-05 21:55:00,2784,2784,2783.25,2783.5
2019-03-05 22:00:00,2783.5,2783.5,2782.5,2782.75
2019-03-05 22:05:00,2782.75,2783.5,2782.25,2782.5
2019-03-05 22:10:00,2782.5,2782.75,2781.5,2782.5
2019-03-05 22:15:00,2782.5,2782.75,2782.25,2782.5
2019-03-05 22:20:00,2782.75,2783.25,2782.25,2783.25
2019-03-05 22:25:00,2783.25,2783.25,2782.75,2782.75
2019-03-05 22:30:00,2782.5,2783,2782.5,2782.75
2019-03-05 22:35:00,2783,2783.5,2782.5,2783.25
2019-03-05 22:40:00,2783.5,2783.5,2783,2783.5
2019-03-05 22:45:00,2783.5,2783.75,2783,2783.25
2019-03-05 22:50:00,2783.5,2783.5,2783.25,2783.25
2019-03-05 22:55:00,2783.25,2783.75,2783.25,2783.25
2019-03-05 23:00:00,2783.25,2783.5,2783.25,2783.25
2019-03-05 23:05:00,2783.5,2784,2783.25,2783.5
2019-03-05 23:10:00,2783.5,2784.5,2783.5,2784
2019-03-05 23:15:00,2783.75,2784.25,2783.5,2784.25
2019-03-05 23:20:00,2784.25,2785,2784.25,2784.75
2019-03-05 23:25:00,2784.75,2785.25,2784.5,2785
2019-03-05 23:30:00,2785,2785.75,2784.75,2785.75
2019-03-05 23:35:00,2785.5,2785.75,2785,2785.5
2019-03-05 23:40:00,2785.25,2785.75,2785.25,2785.75
2019-03-05 23:45:00,2785.75,2785.75,2785.5,2785.5
2019-03-05 23:50:00,2785.5,2785.75,2785.5,2785.5
2019-03-05 23:55:00,2785.5,2785.5,2785,2785.25
2019-03-06 00:00:00,2785,2785,2783.75,2784.5
2019-03-06 00:05:00,2784.25,2784.25,2783.5,2783.75
2019-03-06 00:10:00,2784,2784,2783.5,2783.5
2019-03-06 00:15:00,2783.5,2783.5,2783,2783.5
2019-03-06 00:20:00,2783.5,2784.25,2783.5,2784.25
2019-03-06 00:25:00,2784.25,2784.25,2783.75,2784
2019-03-06 00:30:00,2784,2784,2783.25,2784
2019-03-06 00:35:00,2784,2784.75,2784,2784.75
2019-03-06 00:40:00,2784.5,2785,2784.5,2785
2019-03-06 00:45:00,2785.25,2785.5,2785,2785.25
2019-03-06 00:50:00,2785,2785.75,2785,2785.75
2019-03-06 00:55:00,2785.75,2787,2785.75,2786.75
2019-03-06 01:00:00,2786.5,2787,2786.25,2786.25
2019-03-06 01:05:00,2786.5,2787,2785.75,2785.75
2019-03-06 01:10:00,2785.75,2786.25,2785.25,2785.5
2019-03-06 01:15:00,2785.5,2786.5,2785.5,2786.25
2019-03-06 01:20:00,2786.25,2786.25,2785.5,2785.5
2019-03-06 01:25:00,2785.25,2785.75,2785.25,2785.5
2019-03-06 01:30:00,2785.25,2786,2785.25,2786
2019-03-06 01:35:00,2786,2786,2784.75,2785.75
2019-03-06 01:40:00,2786,2786,2785.75,2786
2019-03-06 01:45:00,2786,2786.75,2786,2786.75
2019-03-06 01:50:00,2787,2787,2786.25,2786.75
2019-03-06 01:55:00,2786.5,2786.75,2786,2786
2019-03-06 02:00:00,2786.25,2786.75,2786.25,2786.25
2019-03-06 02:05:00,2786.25,2787.5,2785.25,2787
2019-03-06 02:10:00,2786.75,2788.25,2786.75,2787.5
2019-03-06 02:15:00,2787.5,2789,2787.5,2787.75
2019-03-06 02:20:00,2787.75,2788,2787,2787.25
2019-03-06 02:25:00,2787.25,2787.25,2786.5,2786.5
2019-03-06 02:30:00,2786.75,2786.75,2785.75,2786
2019-03-06 02:35:00,2786,2786.75,2785.5,2785.75
2019-03-06 02:40:00,2785.75,2787,2785.5,2787
2019-03-06 02:45:00,2786.75,2787.25,2786.5,2786.5
2019-03-06 02:50:00,2786.5,2787,2786,2786.75
2019-03-06 02:55:00,2786.75,2787.5,2786.5,2786.5
2019-03-06 03:00:00,2786.5,2786.5,2785.25,2786
2019-03-06 03:05:00,2786,2786.25,2785.25,2785.5
2019-03-06 03:10:00,2785.25,2786.5,2785.25,2786
2019-03-06 03:15:00,2786,2786.25,2785.5,2786
2019-03-06 03:20:00,2786,2787.75,2786,2787.5
2019-03-06 03:25:00,2787.5,2788,2786.75,2787.5
2019-03-06 03:30:00,2787.75,2787.75,2787,2787.5
2019-03-06 03:35:00,2787.5,2788.25,2787.5,2788
2019-03-06 03:40:00,2788,2788.25,2787.75,2788
2019-03-06 03:45:00,2788,2788,2787,2787.25
2019-03-06 03:50:00,2787.25,2787.25,2786.5,2787
2019-03-06 03:55:00,2787.25,2787.5,2787,2787
2019-03-06 04:00:00,2786.75,2787,2786.25,2786.5
2019-03-06 04:05:00,2786.25,2786.5,2785.5,2786.25
2019-03-06 04:10:00,2786.25,2786.5,2785.75,2786.25
2019-03-06 04:15:00,2786.25,2786.75,2785.75,2786
2019-03-06 04:20:00,2786,2786.25,2785.75,2786.25
2019-03-06 04:25:00,2786.25,2786.75,2786,2786.75
2019-03-06 04:30:00,2786.75,2787.25,2786.5,2787.25
2019-03-06 04:35:00,2787.25,2787.5,2786.75,2787
2019-03-06 04:40:00,2786.75,2787.25,2786.75,2787
2019-03-06 04:45:00,2787,2787.5,2786.5,2787
2019-03-06 04:50:00,2787,2787,2786.5,2786.5
2019-03-06 04:55:00,2786.5,2787.25,2786.5,2787
2019-03-06 05:00:00,2787,2787.25,2787,2787
2019-03-06 05:05:00,2787,2787.75,2786.75,2787.75
2019-03-06 05:10:00,2787.75,2788,2787.5,2787.75
2019-03-06 05:15:00,2788,2788.25,2787.75,2788.25
2019-03-06 05:20:00,2788,2788.75,2788,2788
2019-03-06 05:25:00,2788.25,2788.5,2788,2788.5
2019-03-06 05:30:00,2788.5,2788.75,2787.75,2788
2019-03-06 05:35:00,2787.75,2788,2787.5,2787.5
2019-03-06 05:40:00,2787.5,2787.75,2787.25,2787.5
2019-03-06 05:45:00,2787.75,2787.75,2787.5,2787.5
2019-03-06 05:50:00,2787.5,2788,2787.25,2787.5
2019-03-06 05:55:00,2787.5,2787.5,2787.25,2787.5
2019-03-06 06:00:00,2787.25,2788.5,2787.25,2788.5
2019-03-06 06:05:00,2788.75,2788.75,2787.25,2787.5
2019-03-06 06:10:00,2787.5,2787.75,2787.25,2787.5
2019-03-06 06:15:00,2787.5,2787.75,2787.25,2787.5
2019-03-06 06:20:00,2787.75,2787.75,2786.75,2787
2019-03-06 06:25:00,2787,2787.25,2786.25,2786.75
2019-03-06 06:30:00,2786.5,2786.75,2786.25,2786.25
2019-03-06 06:35:00,2786.25,2786.75,2786.25,2786.25
2019-03-06 06:40:00,2786.25,2786.5,2786,2786.5
2019-03-06 06:45:00,2786.75,2786.75,2786.25,2786.25
2019-03-06 06:50:00,2786.5,2787,2786.25,2787
2019-03-06 06:55:00,2786.75,2787,2785.25,2785.5
2019-03-06 07:00:00,2785.25,2786,2785.25,2785.75
2019-03-06 07:05:00,2785.75,2785.75,2784.75,2785.25
2019-03-06 07:10:00,2785,2785.5,2784.75,2785.25
2019-03-06 07:15:00,2785.25,2786,2785.25,2786
2019-03-06 07:20:00,2786,2786.5,2785.75,2786
2019-03-06 07:25:00,2785.75,2786.5,2785.75,2786.25
2019-03-06 07:30:00,2786.25,2786.5,2784.75,2785
